-28528	1
-28412	1
-27948	1
-27815	1
-27679	1
-27603	1
-27516	1
-27316	1
-27233	1
-27200	1
-27101	1
-26990	1
-26943	1
-26890	1
-26809	1
-26763	1
-26483	1
-25826	1
-25797	1
-25535	1
-25300	1
-25281	1
-25049	1
-25006	1
-24883	1
-24840	1
-24826	1
-24776	1
-24742	1
-24735	1
-24730	1
-24695	1
-24653	1
-24533	1
-24483	1
-24268	1
-24215	1
-24172	1
-24157	1
-24122	1
-24030	1
-24026	1
-24013	1
-23971	1
-23925	1
-23773	1
-23630	1
-23606	1
-23530	1
-23455	1
-23282	1
-23216	1
-23199	1
-23109	1
-22963	1
-22922	1
-22864	1
-22468	1
-22194	1
-21999	2
-21988	1
-21798	1
-21690	1
-21634	1
-21577	1
-21422	1
-21399	1
-21364	1
-21351	1
-21095	1
-21087	1
-21047	1
-21003	1
-20980	1
-20921	1
-20917	1
-20856	1
-20842	1
-20829	1
-20754	1
-20646	1
-20588	1
-20561	1
-20489	1
-20444	1
-20412	1
-20388	1
-20386	1
-20370	1
-20348	1
-20330	1
-20258	1
-20214	1
-20146	1
-20113	1
-20108	1
-20071	1
-20054	1
-19986	1
-19919	1
-19895	1
-19887	1
-19826	1
-19812	1
-19733	1
-19729	1
-19725	1
-19722	1
-19699	1
-19692	1
-19684	1
-19650	1
-19606	1
-19605	1
-19590	1
-19561	1
-19456	1
-19446	1
-19184	1
-19173	1
-19167	1
-19162	1
-19142	2
-19133	1
-19082	2
-19053	1
-19012	1
-19006	1
-18966	1
-18964	1
-18952	1
-18920	1
-18913	1
-18870	1
-18825	1
-18818	1
-18809	1
-18775	1
-18705	1
-18685	1
-18679	1
-18671	1
-18555	1
-18544	1
-18525	1
-18487	1
-18484	1
-18458	1
-18452	1
-18446	1
-18409	1
-18407	1
-18398	1
-18394	1
-18331	1
-18320	1
-18315	1
-18303	1
-18189	1
-18118	1
-18069	1
-18034	1
-18009	1
-18006	1
-17987	1
-17974	1
-17968	1
-17961	1
-17868	1
-17864	1
-17840	1
-17801	2
-17797	1
-17721	1
-17718	1
-17705	1
-17659	1
-17649	1
-17558	1
-17545	1
-17500	1
-17496	1
-17487	1
-17460	1
-17431	1
-17376	1
-17346	1
-17337	1
-17260	1
-17256	1
-17248	1
-17246	1
-17232	1
-17230	1
-17159	1
-17150	1
-17122	1
-17113	1
-17106	1
-17103	1
-17065	1
-17053	1
-17021	1
-16998	1
-16996	2
-16960	1
-16957	1
-16940	1
-16939	1
-16925	1
-16920	1
-16904	1
-16888	1
-16887	1
-16879	1
-16849	1
-16823	1
-16786	1
-16771	1
-16746	1
-16657	1
-16653	1
-16620	1
-16619	1
-16611	1
-16594	1
-16560	1
-16559	1
-16551	1
-16528	1
-16525	1
-16496	1
-16487	1
-16428	1
-16417	1
-16386	1
-16351	1
-16346	1
-16337	1
-16314	1
-16310	1
-16302	1
-16294	1
-16279	1
-16268	1
-16257	1
-16244	1
-16219	1
-16191	1
-16189	1
-16180	1
-16176	1
-16147	2
-16116	1
-16113	1
-16111	1
-16099	1
-16095	1
-16090	1
-16080	1
-16075	1
-16063	1
-16051	1
-16050	1
-16021	1
-16018	1
-15995	1
-15989	1
-15977	1
-15968	1
-15960	1
-15951	1
-15949	1
-15933	1
-15931	1
-15921	1
-15907	1
-15821	1
-15788	1
-15774	1
-15748	1
-15721	1
-15720	1
-15711	1
-15707	1
-15695	1
-15693	2
-15690	1
-15686	1
-15685	1
-15681	1
-15667	1
-15664	1
-15650	1
-15649	1
-15599	1
-15589	1
-15529	1
-15525	1
-15512	1
-15502	1
-15494	1
-15487	1
-15469	1
-15463	1
-15461	1
-15423	1
-15407	1
-15403	1
-15397	1
-15390	1
-15360	1
-15354	1
-15328	1
-15327	1
