-11614	1
-11578	1
-11397	1
-11393	1
-11048	1
-11015	1
-10995	1
-10988	1
-10902	1
-10887	1
-10660	1
-10574	1
-10519	1
-10469	1
-10377	1
-10354	1
-10352	1
-10300	1
-10284	1
-10238	1
-10213	1
-9977	1
-9976	1
-9951	1
-9865	1
-9813	1
-9763	1
-9646	1
-9638	1
-9580	1
-9579	1
-9529	1
-9528	1
-9499	1
-9485	1
-9382	1
-9376	1
-9360	1
-9254	1
-9233	1
-9225	1
-9192	1
-9190	1
-9171	1
-9167	1
-9162	1
-9137	1
-9103	1
-9067	1
-9054	1
-9025	1
-8999	1
-8933	1
-8926	1
-8904	1
-8868	1
-8862	1
-8851	1
-8832	1
-8803	1
-8755	1
-8701	1
-8699	1
-8685	1
-8652	1
-8625	1
-8597	1
-8594	1
-8591	1
-8565	1
-8548	1
-8543	1
-8531	2
-8518	1
-8497	1
-8492	1
-8484	1
-8448	1
-8447	1
-8421	1
-8409	1
-8408	1
-8369	1
-8360	1
-8298	2
-8296	1
-8240	1
-8192	1
-8189	1
-8171	1
-8157	1
-8141	1
-8125	1
-8108	1
-8043	1
-8038	1
-8033	1
-8001	1
-7998	1
-7994	1
-7982	1
-7966	1
-7964	1
-7954	1
-7941	1
-7921	1
-7906	1
-7893	1
-7892	1
-7887	1
-7882	1
-7865	1
-7863	1
-7856	1
-7849	2
-7832	1
-7817	1
-7788	1
-7781	1
-7777	2
-7750	1
-7748	1
-7723	1
-7716	1
-7713	1
-7709	1
-7700	1
-7689	1
-7678	1
-7675	1
-7671	1
-7662	1
-7655	1
-7646	1
-7635	1
-7608	1
-7606	1
-7604	1
-7601	1
-7570	1
-7567	1
-7556	1
-7551	1
-7543	1
-7539	1
-7532	1
-7531	1
-7510	1
-7500	1
-7494	1
-7463	1
-7441	1
-7436	1
-7435	1
-7422	1
-7413	1
-7410	1
-7392	1
-7391	1
-7375	1
-7370	1
-7358	1
-7355	1
-7353	1
-7341	2
-7316	1
-7297	1
-7288	1
-7283	1
-7260	1
-7242	1
-7230	1
-7212	2
-7205	1
-7202	1
-7191	1
-7160	1
-7157	1
-7155	1
-7152	1
-7146	1
-7142	1
-7141	1
-7122	1
-7121	1
-7108	1
-7101	1
-7097	1
-7074	1
-7059	1
-7042	2
-7012	1
-6992	1
-6967	1
-6959	1
-6956	1
-6954	1
-6951	1
-6932	1
-6930	1
-6901	1
-6900	1
-6896	1
-6891	1
-6882	1
-6872	1
-6862	1
-6839	1
-6816	1
-6792	1
-6789	1
-6787	1
-6776	1
-6769	1
-6767	1
-6762	1
-6756	1
-6751	1
-6745	1
-6738	1
-6735	1
-6724	1
-6718	1
-6709	1
-6701	1
-6699	1
-6690	1
-6672	1
-6665	1
-6664	1
-6663	1
-6655	1
-6632	1
-6618	1
-6608	1
-6586	1
-6581	1
-6573	1
